person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
931,53,0,0,0,1,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
727,56,0,0,0,1,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
509,57,0,0,0,3,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
425,60,0,0,0,7,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
776,54,0,0,0,13,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
628,72,0,0,0,8,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
346,61,0,0,0,30,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
870,59,0,0,0,39,0,Male,African-American,(F3),Burglary Structure Unoccup,,,,,,,0,
853,43,0,0,0,19,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
499,38,0,0,0,18,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
583,33,0,0,0,3,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
212,34,0,0,0,2,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
766,35,0,0,0,1,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
756,39,0,0,0,1,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
193,43,0,0,0,2,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
237,44,0,0,0,6,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
218,36,0,0,0,5,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
831,36,0,0,0,12,0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
911,35,0,0,0,9,0,Male,African-American,(F3),Tampering With Physical Evidence,,,,,,,0,
650,19,0,0,0,0,0,Male,African-American,(F3),Tampering With Physical Evidence,,,,,,,0,
302,37,3,0,0,17,0,Male,African-American,(F3),Tampering With Physical Evidence,,,,,,,0,
269,35,0,0,0,0,0,Male,African-American,(MO3),arrest case no charge,,,,,,,0,
8,66,0,0,0,0,0,Male,African-American,(MO3),arrest case no charge,,,,,,,0,
342,26,0,0,0,1,0,Male,African-American,(MO3),Poss Of Controlled Substance,,,,,,,0,
410,23,0,0,0,2,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
45,22,0,0,0,2,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
749,25,0,0,0,2,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
643,28,0,0,0,10,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
211,34,0,0,0,7,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
879,26,0,0,0,15,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
381,27,0,1,0,7,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
557,31,0,0,1,6,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
233,67,0,0,0,3,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
428,34,3,0,0,8,0,Male,African-American,(F2),arrest case no charge,,,,,,,0,
164,30,0,0,0,10,0,Male,African-American,(F5),arrest case no charge,,,,,,,0,
195,22,0,0,0,2,0,Male,African-American,(F6),arrest case no charge,,,,,,,0,
127,30,0,0,0,5,1,Male,African-American,(F2),Deliver Cocaine,1,(F6),Murder in the First Degree,,(F6),Murder in the First Degree,1,
235,24,0,2,1,8,1,Male,African-American,(F2),arrest case no charge,1,(M2),Operating W/O Valid License,,(F2),Aggravated Battery / Pregnant,1,
530,39,0,0,0,2,0,Male,Hispanic,(F1),arrest case no charge,,,,,,,0,
376,41,0,0,0,2,0,Male,Hispanic,(F1),arrest case no charge,,,,,,,0,
752,39,0,0,0,1,0,Male,Hispanic,(F2),arrest case no charge,,,,,,,0,
987,54,0,0,0,2,0,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,
