person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
890,55.0,0.0,0.0,0.0,0.0,0.0,Female,Caucasian,(F3),Battery on a Person Over 65,,,,,,,0,
528,50.0,0.0,0.0,0.0,2.0,0.0,Female,Caucasian,(F3),Battery on a Person Over 65,,,,,,,0,
790,48.0,0.0,0.0,0.0,4.0,0.0,Female,Caucasian,(F3),Possession of Cocaine,,,,,,,0,
208,48.0,0.0,0.0,0.0,0.0,0.0,Female,Caucasian,(F3),Possession of Cocaine,,,,,,,0,
839,48.0,0.0,0.0,0.0,1.0,0.0,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,
502,53.0,0.0,0.0,0.0,4.0,0.0,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,
710,36.0,0.0,0.0,0.0,1.0,0.0,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,
446,34.0,0.0,0.0,0.0,2.0,0.0,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,
618,30.0,0.0,0.0,0.0,4.0,0.0,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,
670,26.0,0.0,0.0,0.0,2.0,0.0,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,
620,28.0,0.0,0.0,0.0,7.0,0.0,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,
690,45.0,0.0,0.0,0.0,3.0,0.0,Female,Caucasian,(F3),Battery on Law Enforc Officer,,,,,,,0,
854,46.0,0.0,0.0,0.0,0.0,0.0,Female,Caucasian,(F3),Cruelty Toward Child,,,,,,,0,
231,56.0,0.0,0.0,0.0,1.0,0.0,Female,Caucasian,(F3),Resist Officer w/Violence,,,,,,,0,
781,65.0,0.0,0.0,0.0,0.0,0.0,Female,Caucasian,(F3),Fraudulent Use of Credit Card,,,,,,,0,
311,49.0,0.0,0.0,0.0,3.0,1.0,Female,Caucasian,(F3),Resist Officer w/Violence,1,(M1),,,,,1,
797,43.0,0.0,0.0,0.0,0.0,1.0,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,1,(M1),Driving Under The Influence,,,,1,
132,31.0,0.0,0.0,0.0,1.0,2.0,Female,Caucasian,(F3),Possession of Cocaine,2,(M1),Driving Under The Influence,,,,1,
1039,29.0,0.0,0.0,0.0,3.0,2.0,Female,African-American,(F3),Felony Driving While Lic Suspd,2,(M1),Petit Theft $100- $300,,,,1,
855,34.0,0.0,0.0,0.0,5.0,2.0,Female,African-American,(F3),Driving While License Revoked,2,(M1),Unlaw Use False Name/Identity,,,,1,
956,23.0,0.0,0.0,0.0,1.0,2.0,Female,African-American,(F3),Burglary Conveyance Unoccup,2,(M1),Viol Injunct Domestic Violence,,,,1,
904,31.0,0.0,0.0,0.0,1.0,1.0,Female,African-American,(F3),Felony Battery (Dom Strang),1,(M1),Extradition/Defendants,,,,1,
1007,36.0,0.0,1.0,0.0,12.0,1.0,Female,African-American,(F3),Possession of Cocaine,1,(M1),Trespass After Warning,,,,1,
810,33.0,0.0,0.0,0.0,3.0,1.0,Female,African-American,(M2),Tresspass Struct/Conveyance,1,(M1),Trespass After Warning,,,,1,
541,39.0,0.0,2.0,0.0,22.0,1.0,Female,African-American,(F3),Possession of Cocaine,1,(M1),Resist/Obstruct W/O Violence,,(F2),Aggrav Battery w/Deadly Weapon,1,
92,24.0,0.0,0.0,0.0,4.0,1.0,Male,African-American,(F3),Possession of Cocaine,1,(M1),Viol Injunct Domestic Violence,,(F1),Robbery / Weapon,1,
588,21.0,0.0,0.0,0.0,1.0,1.0,Male,African-American,(F3),Bribery Athletic Contests,1,(M1),Resist/Obstruct W/O Violence,,(M2),Assault,1,
947,57.0,0.0,0.0,0.0,28.0,6.0,Male,African-American,(F3),Possession of Cocaine,6,(M1),Resist/Obstruct W/O Violence,,(F3),Battery on Law Enforc Officer,1,
449,27.0,0.0,0.0,0.0,0.0,0.0,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,
163,31.0,0.0,0.0,0.0,0.0,0.0,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,
918,31.0,0.0,0.0,0.0,4.0,0.0,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,
